date,category,region,vendor_id,stock_level_pct,reorder_point_pct,stockout_risk,procurement_cost_index,demand_forecast_units,supply_gap_units,inventory_turnover_ratio,stock_shortage_incidents
2024-07-02,FMCG-Food,Pune,Vendor_A,66.6,32.9,0.0,1.094,44237,2784,3.28,0
2024-07-02,FMCG-Beverage,Ahmedabad,Vendor_L,35.8,36.1,0.007,0.921,39227,466,6.92,0
2024-07-02,FMCG-Beverage,Pune,Vendor_M,73.8,31.6,0.0,1.282,43719,0,4.2,0
2024-07-02,FMCG-Beverage,Delhi,Vendor_G,51.5,33.8,0.0,1.216,17400,343,4.67,0
2024-07-02,FMCG-Beverage,Hyderabad,Vendor_I,78.1,25.5,0.0,0.892,31373,891,4.18,0
2024-07-02,FMCG-Personal Care,Kolkata,Vendor_J,94.0,26.5,0.0,1.25,34626,902,4.76,0
2024-07-02,FMCG-Personal Care,Chennai,Vendor_O,22.9,34.0,0.327,1.02,26606,249,3.56,2
2024-07-02,FMCG-Personal Care,Hyderabad,Vendor_A,60.3,30.4,0.0,0.988,28764,0,4.34,0
2024-07-02,FMCG-Personal Care,Pune,Vendor_H,58.6,28.9,0.0,1.237,24379,3817,6.31,0
2024-07-02,FMCG-Home Care,Mumbai,Vendor_G,30.6,34.3,0.108,1.017,27534,0,5.97,0
2024-07-02,FMCG-Home Care,Pune,Vendor_O,33.1,27.0,0.0,1.195,33883,0,3.62,0
2024-07-02,FMCG-Home Care,Ahmedabad,Vendor_H,42.3,31.8,0.0,1.131,33992,0,5.19,0
2024-07-02,FMCG-Home Care,Delhi,Vendor_K,46.1,30.8,0.0,1.279,41386,0,4.3,0
2024-07-02,FMCG-Health,Delhi,Vendor_E,43.3,37.1,0.0,0.961,44554,0,6.53,0
2024-07-02,FMCG-Health,Pune,Vendor_L,82.4,26.4,0.0,1.217,19206,0,5.38,0
2024-07-02,FMCG-Health,Chennai,Vendor_G,28.4,38.5,0.263,0.927,17275,4151,3.46,0
2024-07-02,FMCG-Health,Mumbai,Vendor_K,68.5,29.1,0.0,1.268,18982,0,4.16,0
2024-07-05,FMCG-Food,Hyderabad,Vendor_K,63.9,31.0,0.0,0.929,38010,0,3.71,0
2024-07-05,FMCG-Food,Delhi,Vendor_N,31.3,39.7,0.211,0.907,27652,4056,2.56,0
2024-07-05,FMCG-Food,Mumbai,Vendor_N,72.6,28.5,0.0,0.984,7862,254,8.05,0
2024-07-05,FMCG-Food,Bangalore,Vendor_C,52.7,39.6,0.0,1.066,12102,568,3.13,0
2024-07-05,FMCG-Beverage,Mumbai,Vendor_F,88.8,26.0,0.0,1.215,35191,0,5.94,0
2024-07-05,FMCG-Beverage,Pune,Vendor_F,63.9,29.5,0.0,1.15,6582,0,7.38,0
2024-07-05,FMCG-Beverage,Delhi,Vendor_I,67.2,35.4,0.0,1.251,14431,1394,5.15,0
2024-07-05,FMCG-Beverage,Bangalore,Vendor_O,49.1,25.1,0.0,1.004,39053,0,3.07,0
2024-07-05,FMCG-Personal Care,Ahmedabad,Vendor_B,93.2,38.1,0.0,0.986,39243,0,6.03,0
2024-07-05,FMCG-Personal Care,Kolkata,Vendor_F,47.5,38.1,0.0,0.888,23194,1457,3.36,0
2024-07-05,FMCG-Personal Care,Pune,Vendor_D,54.6,39.5,0.0,1.091,27210,0,4.49,0
2024-07-05,FMCG-Personal Care,Mumbai,Vendor_A,55.1,35.5,0.0,0.963,22772,2543,3.64,0
2024-07-05,FMCG-Home Care,Ahmedabad,Vendor_G,70.8,34.1,0.0,0.958,22263,0,5.41,0
2024-07-05,FMCG-Home Care,Hyderabad,Vendor_F,55.1,27.7,0.0,0.878,22178,76,7.55,0
2024-07-05,FMCG-Home Care,Mumbai,Vendor_G,71.0,39.6,0.0,1.028,25556,152,3.14,0
2024-07-05,FMCG-Home Care,Delhi,Vendor_I,63.7,25.4,0.0,0.999,8909,0,4.6,0
2024-07-05,FMCG-Health,Ahmedabad,Vendor_G,22.7,34.5,0.343,1.144,19108,0,7.57,1
2024-07-05,FMCG-Health,Hyderabad,Vendor_G,41.4,28.1,0.0,1.153,13249,0,4.05,0
2024-07-05,FMCG-Health,Bangalore,Vendor_B,70.2,36.7,0.0,0.933,27335,0,8.11,0
2024-07-05,FMCG-Health,Mumbai,Vendor_N,51.0,35.0,0.0,0.908,42214,1947,6.28,0
2024-07-08,FMCG-Food,Hyderabad,Vendor_G,46.0,30.3,0.0,1.085,29284,685,3.14,0
2024-07-08,FMCG-Food,Ahmedabad,Vendor_O,33.6,29.5,0.0,1.094,32019,0,7.45,0
2024-07-08,FMCG-Food,Bangalore,Vendor_I,88.8,32.8,0.0,1.184,36267,0,5.04,0
2024-07-08,FMCG-Food,Mumbai,Vendor_D,50.0,28.3,0.0,1.058,11509,1732,2.95,0
2024-07-08,FMCG-Beverage,Bangalore,Vendor_K,33.5,28.0,0.0,1.132,31145,288,2.91,0
2024-07-08,FMCG-Beverage,Mumbai,Vendor_I,86.4,27.2,0.0,1.054,22537,2014,4.24,0
2024-07-08,FMCG-Beverage,Delhi,Vendor_N,58.7,32.8,0.0,0.902,12987,1235,6.01,0
2024-07-08,FMCG-Beverage,Hyderabad,Vendor_D,30.9,31.9,0.031,1.109,40252,0,4.73,1
2024-07-08,FMCG-Personal Care,Hyderabad,Vendor_G,69.5,25.7,0.0,1.143,21257,2144,5.59,0
2024-07-08,FMCG-Personal Care,Bangalore,Vendor_L,57.5,30.8,0.0,0.978,14504,0,7.65,0
2024-07-08,FMCG-Personal Care,Mumbai,Vendor_E,62.3,32.7,0.0,1.129,37660,0,5.11,0
2024-07-08,FMCG-Personal Care,Delhi,Vendor_K,63.0,35.3,0.0,1.11,25867,116,8.38,0
2024-07-08,FMCG-Home Care,Kolkata,Vendor_F,74.8,34.3,0.0,1.178,43120,0,3.99,0
2024-07-08,FMCG-Home Care,Chennai,Vendor_K,31.5,32.6,0.032,1.048,14749,2654,7.19,0
2024-07-08,FMCG-Home Care,Hyderabad,Vendor_L,90.3,27.3,0.0,1.009,44823,1492,8.42,0
2024-07-08,FMCG-Home Care,Ahmedabad,Vendor_E,85.8,30.9,0.0,1.201,26006,0,4.46,0
2024-07-08,FMCG-Health,Chennai,Vendor_O,44.7,39.2,0.0,1.215,9100,0,6.74,0
2024-07-08,FMCG-Health,Bangalore,Vendor_K,32.3,39.2,0.175,1.117,26197,3408,4.65,0
2024-07-08,FMCG-Health,Hyderabad,Vendor_C,33.3,26.3,0.0,1.091,44983,1323,8.17,0
2024-07-08,FMCG-Health,Mumbai,Vendor_M,46.5,33.1,0.0,0.983,41888,2685,4.27,0
2024-07-11,FMCG-Food,Ahmedabad,Vendor_G,80.2,26.5,0.0,1.17,37133,2368,5.46,0
2024-07-11,FMCG-Food,Pune,Vendor_J,42.5,33.3,0.0,1.067,17176,2017,3.78,0
2024-07-11,FMCG-Food,Mumbai,Vendor_D,77.9,29.8,0.0,1.233,10708,2488,4.45,0
2024-07-11,FMCG-Food,Bangalore,Vendor_C,82.2,36.7,0.0,0.969,24979,3054,7.28,0
2024-07-11,FMCG-Beverage,Chennai,Vendor_K,85.1,25.7,0.0,1.089,17169,0,5.65,0
2024-07-11,FMCG-Beverage,Ahmedabad,Vendor_F,55.9,33.5,0.0,1.007,40641,0,6.74,0
2024-07-11,FMCG-Beverage,Bangalore,Vendor_I,48.7,36.5,0.0,0.89,38868,0,5.99,0
2024-07-11,FMCG-Beverage,Kolkata,Vendor_I,30.2,31.5,0.041,1.106,17015,0,2.89,0
2024-07-11,FMCG-Personal Care,Ahmedabad,Vendor_N,50.1,25.5,0.0,1.092,39725,0,3.27,0
2024-07-11,FMCG-Personal Care,Bangalore,Vendor_C,95.0,34.6,0.0,0.891,12146,2489,2.85,0
2024-07-11,FMCG-Personal Care,Chennai,Vendor_H,68.0,34.0,0.0,1.095,38887,0,4.44,0
2024-07-11,FMCG-Personal Care,Delhi,Vendor_G,28.6,37.2,0.232,1.01,10607,0,4.22,2
2024-07-11,FMCG-Home Care,Bangalore,Vendor_L,66.7,25.3,0.0,0.955,9122,0,5.38,0
2024-07-11,FMCG-Home Care,Delhi,Vendor_O,92.1,26.6,0.0,1.119,7974,0,5.91,0
2024-07-11,FMCG-Home Care,Kolkata,Vendor_G,50.4,35.3,0.0,1.062,12786,3085,3.6,0
2024-07-11,FMCG-Home Care,Chennai,Vendor_H,21.8,35.7,0.391,0.885,18970,0,7.05,3
2024-07-11,FMCG-Health,Delhi,Vendor_H,63.9,38.3,0.0,0.951,16963,0,5.41,0
2024-07-11,FMCG-Health,Chennai,Vendor_D,76.9,37.2,0.0,1.253,28481,0,4.39,0
2024-07-11,FMCG-Health,Mumbai,Vendor_J,63.8,36.8,0.0,1.131,38866,0,6.85,0
2024-07-11,FMCG-Health,Pune,Vendor_B,65.8,25.8,0.0,1.138,20005,0,5.74,0
2024-07-14,FMCG-Food,Chennai,Vendor_C,67.9,30.9,0.0,1.094,42829,0,5.83,0
2024-07-14,FMCG-Food,Bangalore,Vendor_K,27.0,26.8,0.0,1.226,10827,979,6.47,0
2024-07-14,FMCG-Food,Hyderabad,Vendor_B,51.6,38.6,0.0,1.203,26196,0,6.87,0
2024-07-14,FMCG-Food,Ahmedabad,Vendor_D,50.6,37.9,0.0,1.2,5809,607,8.04,0
2024-07-14,FMCG-Beverage,Hyderabad,Vendor_H,36.3,28.0,0.0,1.283,18779,1513,5.26,0
2024-07-14,FMCG-Beverage,Bangalore,Vendor_D,56.3,30.1,0.0,1.041,30317,0,7.59,0
2024-07-14,FMCG-Beverage,Delhi,Vendor_H,64.1,38.4,0.0,1.06,4755,138,7.88,0
2024-07-14,FMCG-Beverage,Ahmedabad,Vendor_M,33.8,26.1,0.0,1.25,31420,180,5.97,0
2024-07-14,FMCG-Personal Care,Kolkata,Vendor_G,54.6,36.9,0.0,0.966,17391,257,7.31,0
2024-07-14,FMCG-Personal Care,Hyderabad,Vendor_E,49.9,25.1,0.0,0.953,13100,0,5.43,0
2024-07-14,FMCG-Personal Care,Delhi,Vendor_K,66.5,27.5,0.0,1.204,22913,0,6.0,0
2024-07-14,FMCG-Personal Care,Chennai,Vendor_K,64.4,25.1,0.0,1.214,32907,0,3.15,0
2024-07-14,FMCG-Home Care,Kolkata,Vendor_L,27.4,26.1,0.0,1.125,38814,372,3.88,0
2024-07-14,FMCG-Home Care,Hyderabad,Vendor_F,74.1,39.5,0.0,0.979,44548,0,7.9,0
2024-07-14,FMCG-Home Care,Pune,Vendor_A,56.6,32.4,0.0,0.891,15875,0,7.53,0
2024-07-14,FMCG-Home Care,Ahmedabad,Vendor_O,67.0,34.9,0.0,1.245,30340,1983,3.91,0
2024-07-14,FMCG-Health,Bangalore,Vendor_K,57.8,39.2,0.0,1.067,33779,4013,3.63,0
2024-07-14,FMCG-Health,Hyderabad,Vendor_K,29.2,32.0,0.085,1.106,25574,4922,7.99,0
2024-07-14,FMCG-Health,Kolkata,Vendor_F,36.9,30.9,0.0,1.048,38240,267,6.46,0
2024-07-14,FMCG-Health,Chennai,Vendor_O,65.1,33.4,0.0,1.102,41528,0,7.29,0
2024-07-17,FMCG-Food,Mumbai,Vendor_B,59.9,29.7,0.0,0.94,9616,2901,4.64,0
2024-07-17,FMCG-Food,Ahmedabad,Vendor_L,46.7,27.3,0.0,1.231,28364,401,7.96,0
2024-07-17,FMCG-Food,Kolkata,Vendor_M,77.5,39.6,0.0,1.04,14253,0,3.1,0
2024-07-17,FMCG-Food,Pune,Vendor_E,53.2,38.7,0.0,1.026,20404,0,5.46,0
2024-07-17,FMCG-Beverage,Ahmedabad,Vendor_C,64.9,33.3,0.0,0.896,9858,0,6.94,0
2024-07-17,FMCG-Beverage,Hyderabad,Vendor_C,27.1,33.3,0.187,1.015,40299,0,7.85,2
2024-07-17,FMCG-Beverage,Chennai,Vendor_J,41.1,33.4,0.0,1.203,40274,389,5.41,0
2024-07-17,FMCG-Beverage,Mumbai,Vendor_L,66.3,32.2,0.0,0.955,4784,0,3.58,0
2024-07-17,FMCG-Personal Care,Hyderabad,Vendor_K,68.2,36.5,0.0,1.213,4533,0,2.9,0
2024-07-17,FMCG-Personal Care,Chennai,Vendor_G,39.9,36.6,0.0,0.959,37987,0,7.54,0
2024-07-17,FMCG-Personal Care,Mumbai,Vendor_M,27.4,35.1,0.219,1.16,19664,0,4.52,1
2024-07-17,FMCG-Personal Care,Ahmedabad,Vendor_B,89.7,37.8,0.0,1.04,9423,2788,7.8,0
2024-07-17,FMCG-Home Care,Kolkata,Vendor_N,34.6,39.5,0.123,1.093,8095,957,2.86,1
2024-07-17,FMCG-Home Care,Mumbai,Vendor_G,91.0,29.3,0.0,1.144,15318,0,3.56,0
2024-07-17,FMCG-Home Care,Pune,Vendor_C,22.3,31.7,0.298,0.958,24496,0,8.48,4
2024-07-17,FMCG-Home Care,Delhi,Vendor_I,29.0,33.5,0.134,1.114,40794,0,5.51,0
2024-07-17,FMCG-Health,Ahmedabad,Vendor_K,29.6,30.6,0.031,1.072,12351,0,7.39,0
2024-07-17,FMCG-Health,Hyderabad,Vendor_M,63.7,35.5,0.0,1.195,43613,0,6.12,0
2024-07-17,FMCG-Health,Delhi,Vendor_M,43.8,31.3,0.0,1.236,6073,0,6.34,0
2024-07-17,FMCG-Health,Mumbai,Vendor_H,78.6,33.8,0.0,0.878,14746,3633,4.52,0
2024-07-20,FMCG-Food,Chennai,Vendor_I,50.9,32.1,0.0,1.128,22692,3218,2.84,0
2024-07-20,FMCG-Food,Kolkata,Vendor_D,56.6,29.9,0.0,1.238,39941,170,7.98,0
2024-07-20,FMCG-Food,Ahmedabad,Vendor_I,71.6,34.3,0.0,0.963,6975,2422,2.68,0
2024-07-20,FMCG-Food,Delhi,Vendor_A,70.5,31.2,0.0,0.897,37281,0,6.16,0
2024-07-20,FMCG-Beverage,Bangalore,Vendor_L,77.0,25.8,0.0,1.129,28024,0,7.3,0
2024-07-20,FMCG-Beverage,Chennai,Vendor_G,55.1,30.7,0.0,1.179,16712,1055,5.07,0
2024-07-20,FMCG-Beverage,Pune,Vendor_I,41.1,25.8,0.0,0.978,34042,722,5.31,0
2024-07-20,FMCG-Beverage,Kolkata,Vendor_C,72.5,31.4,0.0,1.175,41893,0,5.29,0
2024-07-20,FMCG-Personal Care,Delhi,Vendor_L,55.9,39.7,0.0,1.023,21281,0,3.61,0
2024-07-20,FMCG-Personal Care,Ahmedabad,Vendor_O,28.1,28.9,0.025,1.051,44844,1879,4.17,0
2024-07-20,FMCG-Personal Care,Pune,Vendor_G,84.8,34.2,0.0,1.148,33860,0,5.04,0
2024-07-20,FMCG-Personal Care,Kolkata,Vendor_O,75.1,35.3,0.0,1.047,30159,1738,4.86,0
2024-07-20,FMCG-Home Care,Delhi,Vendor_D,57.9,32.5,0.0,1.139,9423,0,5.59,0
2024-07-20,FMCG-Home Care,Kolkata,Vendor_M,22.8,32.3,0.295,1.14,15223,0,3.72,1
2024-07-20,FMCG-Home Care,Chennai,Vendor_G,55.6,31.5,0.0,1.123,25587,1740,5.09,0
2024-07-20,FMCG-Home Care,Ahmedabad,Vendor_G,73.4,27.5,0.0,1.003,32020,743,8.02,0
2024-07-20,FMCG-Health,Hyderabad,Vendor_E,73.8,30.8,0.0,1.176,11735,582,3.67,0
2024-07-20,FMCG-Health,Kolkata,Vendor_E,42.9,28.9,0.0,0.995,15090,2776,5.45,0
2024-07-20,FMCG-Health,Chennai,Vendor_M,43.4,35.9,0.0,1.236,43042,1678,6.47,0
2024-07-20,FMCG-Health,Pune,Vendor_E,79.2,37.3,0.0,1.141,42913,1791,5.2,0
2024-07-23,FMCG-Food,Bangalore,Vendor_J,25.8,38.4,0.328,0.976,40579,0,7.44,1
2024-07-23,FMCG-Food,Kolkata,Vendor_B,32.9,39.9,0.174,1.269,23252,36,3.81,1
2024-07-23,FMCG-Food,Pune,Vendor_O,42.5,33.7,0.0,1.143,10296,1292,6.51,0
2024-07-23,FMCG-Food,Mumbai,Vendor_A,31.7,36.6,0.132,1.017,43921,0,6.9,0
2024-07-23,FMCG-Beverage,Mumbai,Vendor_B,44.2,34.1,0.0,0.983,26241,83,7.81,0
2024-07-23,FMCG-Beverage,Hyderabad,Vendor_B,82.0,34.9,0.0,1.263,44632,0,2.8,0
2024-07-23,FMCG-Beverage,Chennai,Vendor_D,39.4,35.0,0.0,0.939,32295,0,8.19,0
2024-07-23,FMCG-Beverage,Delhi,Vendor_L,36.1,32.5,0.0,1.263,38860,0,5.64,0
2024-07-23,FMCG-Personal Care,Hyderabad,Vendor_I,68.0,30.3,0.0,1.22,27435,2640,8.49,0
2024-07-23,FMCG-Personal Care,Pune,Vendor_C,36.0,31.2,0.0,1.1,32621,1555,6.57,0
2024-07-23,FMCG-Personal Care,Chennai,Vendor_E,25.8,26.0,0.008,1.284,17963,224,4.7,0
2024-07-23,FMCG-Personal Care,Mumbai,Vendor_E,88.5,27.3,0.0,0.941,36097,2493,4.24,0
2024-07-23,FMCG-Home Care,Bangalore,Vendor_G,78.4,36.3,0.0,1.13,36998,0,5.78,0
2024-07-23,FMCG-Home Care,Ahmedabad,Vendor_E,20.2,25.1,0.196,0.882,25099,0,7.75,1
2024-07-23,FMCG-Home Care,Chennai,Vendor_N,80.8,33.9,0.0,1.145,39561,0,6.68,0
2024-07-23,FMCG-Home Care,Kolkata,Vendor_F,20.6,38.8,0.469,1.146,32843,242,3.68,4
2024-07-23,FMCG-Health,Pune,Vendor_C,54.9,33.0,0.0,1.19,37034,4995,3.78,0
2024-07-23,FMCG-Health,Bangalore,Vendor_I,55.1,37.4,0.0,1.248,14556,0,4.53,0
2024-07-23,FMCG-Health,Delhi,Vendor_L,85.6,30.7,0.0,0.989,36470,0,7.09,0
2024-07-23,FMCG-Health,Chennai,Vendor_C,93.8,31.9,0.0,1.014,8087,0,5.04,0
2024-07-26,FMCG-Food,Hyderabad,Vendor_A,46.6,38.2,0.0,0.989,37683,1167,6.77,0
2024-07-26,FMCG-Food,Ahmedabad,Vendor_E,73.9,38.1,0.0,0.888,13139,3547,5.52,0
2024-07-26,FMCG-Food,Mumbai,Vendor_B,26.6,26.3,0.0,0.955,10938,0,7.89,0
2024-07-26,FMCG-Food,Delhi,Vendor_K,74.3,38.3,0.0,0.916,42132,1956,5.92,0
2024-07-26,FMCG-Beverage,Bangalore,Vendor_K,78.2,30.1,0.0,1.134,9860,4474,6.38,0
2024-07-26,FMCG-Beverage,Hyderabad,Vendor_B,76.4,34.5,0.0,1.272,44362,3129,8.33,0
2024-07-26,FMCG-Beverage,Mumbai,Vendor_A,42.0,31.1,0.0,1.241,13264,0,8.32,0
2024-07-26,FMCG-Beverage,Chennai,Vendor_O,89.8,30.7,0.0,0.912,32825,1737,7.79,0
2024-07-26,FMCG-Personal Care,Delhi,Vendor_H,86.0,33.5,0.0,1.123,10727,678,3.15,0
2024-07-26,FMCG-Personal Care,Mumbai,Vendor_B,90.1,37.3,0.0,1.022,33241,0,6.57,0
2024-07-26,FMCG-Personal Care,Hyderabad,Vendor_A,42.4,37.6,0.0,1.19,43865,854,3.03,0
2024-07-26,FMCG-Personal Care,Kolkata,Vendor_G,72.2,37.1,0.0,1.071,31391,0,6.24,0
2024-07-26,FMCG-Home Care,Pune,Vendor_A,24.5,29.0,0.156,1.079,15119,248,3.71,0
2024-07-26,FMCG-Home Care,Mumbai,Vendor_L,47.0,35.9,0.0,1.187,32886,2171,8.03,0
2024-07-26,FMCG-Home Care,Ahmedabad,Vendor_N,34.0,34.6,0.017,0.913,44288,0,4.04,0
2024-07-26,FMCG-Home Care,Bangalore,Vendor_N,34.3,29.3,0.0,0.88,23860,0,7.95,0
2024-07-26,FMCG-Health,Bangalore,Vendor_F,38.9,26.0,0.0,0.954,31468,1052,6.58,0
2024-07-26,FMCG-Health,Kolkata,Vendor_I,76.9,36.2,0.0,1.239,12501,85,7.48,0
2024-07-26,FMCG-Health,Ahmedabad,Vendor_F,36.7,37.4,0.02,1.068,35133,1300,3.02,0
2024-07-26,FMCG-Health,Mumbai,Vendor_I,78.6,37.0,0.0,1.045,32900,0,3.55,0
2024-07-29,FMCG-Food,Chennai,Vendor_N,84.1,34.6,0.0,0.952,42207,2020,6.89,0
2024-07-29,FMCG-Food,Ahmedabad,Vendor_H,51.7,38.1,0.0,1.157,44975,501,7.11,0
2024-07-29,FMCG-Food,Pune,Vendor_O,66.5,29.1,0.0,1.101,32790,1582,7.44,0
2024-07-29,FMCG-Food,Mumbai,Vendor_O,84.4,36.9,0.0,1.262,24640,6298,5.91,0
2024-07-29,FMCG-Beverage,Kolkata,Vendor_B,63.2,36.5,0.0,1.043,38409,2291,2.52,0
2024-07-29,FMCG-Beverage,Mumbai,Vendor_E,53.1,26.0,0.0,0.978,42783,2187,3.87,0
2024-07-29,FMCG-Beverage,Chennai,Vendor_D,20.9,33.7,0.379,0.928,42569,0,3.04,0
2024-07-29,FMCG-Beverage,Hyderabad,Vendor_M,47.7,26.7,0.0,1.069,11737,0,7.39,0
2024-07-29,FMCG-Personal Care,Mumbai,Vendor_G,68.0,27.2,0.0,0.877,44438,3416,6.35,0
2024-07-29,FMCG-Personal Care,Chennai,Vendor_A,77.0,33.9,0.0,1.048,32441,956,6.04,0
2024-07-29,FMCG-Personal Care,Ahmedabad,Vendor_C,79.5,38.3,0.0,1.236,5307,0,6.6,0
2024-07-29,FMCG-Personal Care,Hyderabad,Vendor_M,77.3,36.5,0.0,0.985,20806,0,4.5,0
2024-07-29,FMCG-Home Care,Kolkata,Vendor_A,84.7,30.5,0.0,1.146,40846,2540,4.47,0
2024-07-29,FMCG-Home Care,Delhi,Vendor_I,52.8,27.7,0.0,1.107,24120,0,3.08,0
2024-07-29,FMCG-Home Care,Ahmedabad,Vendor_N,32.3,30.3,0.0,1.247,42410,0,3.38,0
2024-07-29,FMCG-Home Care,Chennai,Vendor_J,94.3,34.2,0.0,1.249,38268,713,6.07,0
2024-07-29,FMCG-Health,Mumbai,Vendor_A,71.4,30.1,0.0,1.248,16472,1316,7.99,0
2024-07-29,FMCG-Health,Bangalore,Vendor_L,53.6,30.4,0.0,0.901,32440,0,5.41,0
2024-07-29,FMCG-Health,Kolkata,Vendor_M,33.2,28.5,0.0,0.97,9254,0,5.72,0
2024-07-29,FMCG-Health,Chennai,Vendor_G,88.3,27.9,0.0,0.915,25180,921,5.71,0
2024-08-01,FMCG-Food,Kolkata,Vendor_N,49.0,31.3,0.0,1.129,30223,0,7.0,0
2024-08-01,FMCG-Food,Chennai,Vendor_N,60.2,25.3,0.0,1.2,7477,0,8.42,0
2024-08-01,FMCG-Food,Pune,Vendor_E,79.5,26.7,0.0,1.258,27675,0,4.76,0
2024-08-01,FMCG-Food,Bangalore,Vendor_I,20.9,28.4,0.265,0.933,22985,1478,4.72,2
2024-08-01,FMCG-Beverage,Pune,Vendor_H,36.6,33.7,0.0,1.226,13362,0,5.39,0
2024-08-01,FMCG-Beverage,Hyderabad,Vendor_C,84.1,26.9,0.0,1.025,27020,184,6.17,0
2024-08-01,FMCG-Beverage,Mumbai,Vendor_L,79.3,31.6,0.0,1.172,30839,2043,5.01,0
2024-08-01,FMCG-Beverage,Kolkata,Vendor_M,45.7,35.9,0.0,0.956,38615,1503,7.5,0
2024-08-01,FMCG-Personal Care,Ahmedabad,Vendor_C,86.4,31.5,0.0,1.016,13480,0,6.46,0
2024-08-01,FMCG-Personal Care,Hyderabad,Vendor_D,93.0,28.1,0.0,1.232,30716,48,4.68,0
2024-08-01,FMCG-Personal Care,Chennai,Vendor_C,47.0,39.3,0.0,1.012,21197,0,7.54,0
2024-08-01,FMCG-Personal Care,Mumbai,Vendor_J,21.2,28.7,0.262,1.178,18875,217,6.24,0
2024-08-01,FMCG-Home Care,Kolkata,Vendor_B,27.8,30.3,0.084,1.265,37680,0,3.91,0
2024-08-01,FMCG-Home Care,Mumbai,Vendor_B,87.9,28.7,0.0,0.914,26585,0,4.46,0
2024-08-01,FMCG-Home Care,Ahmedabad,Vendor_O,93.5,26.8,0.0,0.962,5751,2873,2.53,0
2024-08-01,FMCG-Home Care,Hyderabad,Vendor_A,84.8,26.8,0.0,1.26,18848,0,6.33,0
2024-08-01,FMCG-Health,Hyderabad,Vendor_K,67.7,29.8,0.0,1.171,29421,0,3.29,0
2024-08-01,FMCG-Health,Mumbai,Vendor_B,84.2,38.3,0.0,1.116,41446,422,5.32,0
2024-08-01,FMCG-Health,Ahmedabad,Vendor_F,49.7,27.7,0.0,0.887,39031,0,7.54,0
2024-08-01,FMCG-Health,Kolkata,Vendor_A,46.7,36.6,0.0,1.117,29554,0,5.5,0
2024-08-04,FMCG-Food,Bangalore,Vendor_G,64.3,39.0,0.0,1.206,19744,1841,6.49,0
2024-08-04,FMCG-Food,Delhi,Vendor_G,54.9,29.5,0.0,1.278,30368,0,6.6,0
2024-08-04,FMCG-Food,Pune,Vendor_A,94.6,38.3,0.0,1.196,17745,0,3.25,0
2024-08-04,FMCG-Food,Hyderabad,Vendor_F,35.2,29.5,0.0,0.963,37997,2577,2.89,0
2024-08-04,FMCG-Beverage,Bangalore,Vendor_D,82.8,34.7,0.0,0.981,28571,0,3.97,0
2024-08-04,FMCG-Beverage,Mumbai,Vendor_I,75.4,38.5,0.0,1.159,27551,1448,3.63,0
2024-08-04,FMCG-Beverage,Hyderabad,Vendor_O,56.9,32.1,0.0,0.907,21162,0,6.17,0
2024-08-04,FMCG-Beverage,Kolkata,Vendor_I,41.7,36.9,0.0,1.234,6156,3004,4.9,0
2024-08-04,FMCG-Personal Care,Kolkata,Vendor_G,57.9,29.0,0.0,0.879,26603,0,7.17,0
2024-08-04,FMCG-Personal Care,Delhi,Vendor_A,52.9,38.8,0.0,1.207,38217,0,2.58,0
2024-08-04,FMCG-Personal Care,Pune,Vendor_M,74.7,32.7,0.0,1.071,12010,1775,6.93,0
2024-08-04,FMCG-Personal Care,Hyderabad,Vendor_H,64.2,32.7,0.0,1.228,19569,2479,7.39,0
2024-08-04,FMCG-Home Care,Bangalore,Vendor_E,70.7,33.4,0.0,1.108,4256,3239,3.11,0
2024-08-04,FMCG-Home Care,Ahmedabad,Vendor_I,33.0,39.7,0.167,0.919,33785,0,5.59,0
2024-08-04,FMCG-Home Care,Pune,Vendor_A,33.3,33.7,0.013,1.266,9051,0,6.78,0
2024-08-04,FMCG-Home Care,Hyderabad,Vendor_L,42.6,30.7,0.0,1.147,41762,0,8.49,0
2024-08-04,FMCG-Health,Delhi,Vendor_E,53.5,27.1,0.0,1.27,30384,101,7.57,0
2024-08-04,FMCG-Health,Kolkata,Vendor_D,40.9,33.4,0.0,1.001,16090,383,4.99,0
2024-08-04,FMCG-Health,Hyderabad,Vendor_N,28.0,39.3,0.287,0.942,36719,1107,7.95,1
2024-08-04,FMCG-Health,Ahmedabad,Vendor_F,62.7,30.9,0.0,1.289,25337,0,7.44,0
2024-08-07,FMCG-Food,Hyderabad,Vendor_A,74.8,26.9,0.0,1.108,33776,33,8.42,0
2024-08-07,FMCG-Food,Kolkata,Vendor_E,52.5,25.4,0.0,1.059,14127,0,8.12,0
2024-08-07,FMCG-Food,Mumbai,Vendor_O,41.4,34.3,0.0,0.954,26349,425,2.54,0
2024-08-07,FMCG-Food,Pune,Vendor_J,45.0,30.4,0.0,1.059,37361,0,5.53,0
2024-08-07,FMCG-Beverage,Mumbai,Vendor_F,26.1,27.1,0.036,1.286,35351,3441,6.69,0
2024-08-07,FMCG-Beverage,Delhi,Vendor_J,63.1,37.4,0.0,0.889,31462,0,2.67,0
2024-08-07,FMCG-Beverage,Hyderabad,Vendor_L,39.0,28.2,0.0,0.906,27944,0,5.94,0
2024-08-07,FMCG-Beverage,Pune,Vendor_E,75.8,27.4,0.0,1.155,39772,0,6.8,0
