date,facility,utilization_pct,downtime_minutes,maintenance_flag
2024-10-05,Cloud-AWS-AP-South,75.9,0,0
2024-10-06,DC-Mumbai,49.6,0,0
2024-10-06,DC-Delhi,56.1,0,0
2024-10-06,DC-Bangalore,76.9,0,0
2024-10-06,Cloud-AWS-AP-South,78.2,0,0
2024-10-07,DC-Mumbai,87.4,0,0
2024-10-07,DC-Delhi,66.6,0,0
2024-10-07,DC-Bangalore,58.5,0,1
2024-10-07,Cloud-AWS-AP-South,70.0,0,0
2024-10-08,DC-Mumbai,88.5,0,0
2024-10-08,DC-Delhi,66.8,0,0
2024-10-08,DC-Bangalore,91.9,0,0
2024-10-08,Cloud-AWS-AP-South,82.1,0,0
2024-10-09,DC-Mumbai,91.9,0,0
2024-10-09,DC-Delhi,88.3,0,0
2024-10-09,DC-Bangalore,46.2,0,0
2024-10-09,Cloud-AWS-AP-South,81.5,0,0
2024-10-10,DC-Mumbai,54.1,0,0
2024-10-10,DC-Delhi,70.8,0,0
2024-10-10,DC-Bangalore,60.9,0,0
2024-10-10,Cloud-AWS-AP-South,81.3,0,0
2024-10-11,DC-Mumbai,63.9,0,0
2024-10-11,DC-Delhi,67.2,0,0
2024-10-11,DC-Bangalore,76.9,0,0
2024-10-11,Cloud-AWS-AP-South,72.3,0,0
2024-10-12,DC-Mumbai,76.5,0,0
2024-10-12,DC-Delhi,83.6,0,0
2024-10-12,DC-Bangalore,55.9,0,0
2024-10-12,Cloud-AWS-AP-South,64.3,0,0
2024-10-13,DC-Mumbai,60.5,0,0
2024-10-13,DC-Delhi,86.3,0,0
2024-10-13,DC-Bangalore,63.9,0,0
2024-10-13,Cloud-AWS-AP-South,63.4,0,0
2024-10-14,DC-Mumbai,87.4,0,0
2024-10-14,DC-Delhi,85.6,0,0
2024-10-14,DC-Bangalore,68.8,0,0
2024-10-14,Cloud-AWS-AP-South,61.7,0,0
2024-10-15,DC-Mumbai,91.4,0,0
2024-10-15,DC-Delhi,53.4,0,0
2024-10-15,DC-Bangalore,92.0,0,0
2024-10-15,Cloud-AWS-AP-South,63.2,0,0
2024-10-16,DC-Mumbai,49.5,0,0
2024-10-16,DC-Delhi,83.1,0,0
2024-10-16,DC-Bangalore,78.1,0,0
2024-10-16,Cloud-AWS-AP-South,74.6,0,0
2024-10-17,DC-Mumbai,60.7,0,0
2024-10-17,DC-Delhi,89.0,0,0
2024-10-17,DC-Bangalore,87.6,0,0
2024-10-17,Cloud-AWS-AP-South,71.2,0,1
2024-10-18,DC-Mumbai,64.5,0,0
2024-10-18,DC-Delhi,85.6,0,0
2024-10-18,DC-Bangalore,48.0,0,0
2024-10-18,Cloud-AWS-AP-South,63.3,0,0
2024-10-19,DC-Mumbai,90.7,0,0
2024-10-19,DC-Delhi,45.9,0,0
2024-10-19,DC-Bangalore,80.2,0,0
2024-10-19,Cloud-AWS-AP-South,66.7,0,0
2024-10-20,DC-Mumbai,55.2,0,0
2024-10-20,DC-Delhi,49.1,0,0
2024-10-20,DC-Bangalore,46.0,0,0
2024-10-20,Cloud-AWS-AP-South,62.0,0,0
2024-10-21,DC-Mumbai,89.8,0,0
2024-10-21,DC-Delhi,69.2,0,0
2024-10-21,DC-Bangalore,49.8,0,0
2024-10-21,Cloud-AWS-AP-South,80.1,0,0
2024-10-22,DC-Mumbai,68.8,0,0
2024-10-22,DC-Delhi,84.7,0,0
2024-10-22,DC-Bangalore,67.1,0,0
2024-10-22,Cloud-AWS-AP-South,80.2,0,0
2024-10-23,DC-Mumbai,84.0,0,0
2024-10-23,DC-Delhi,88.2,0,0
2024-10-23,DC-Bangalore,60.5,0,0
2024-10-23,Cloud-AWS-AP-South,66.2,0,1
2024-10-24,DC-Mumbai,66.2,0,0
2024-10-24,DC-Delhi,88.3,0,0
2024-10-24,DC-Bangalore,49.2,0,0
2024-10-24,Cloud-AWS-AP-South,70.2,0,0
2024-10-25,DC-Mumbai,74.3,0,0
2024-10-25,DC-Delhi,71.5,0,0
2024-10-25,DC-Bangalore,56.8,0,1
2024-10-25,Cloud-AWS-AP-South,64.7,0,0
2024-10-26,DC-Mumbai,78.4,0,0
2024-10-26,DC-Delhi,51.8,0,0
2024-10-26,DC-Bangalore,77.3,0,0
2024-10-26,Cloud-AWS-AP-South,63.1,0,0
2024-10-27,DC-Mumbai,49.7,0,0
2024-10-27,DC-Delhi,71.7,0,0
2024-10-27,DC-Bangalore,89.1,0,0
2024-10-27,Cloud-AWS-AP-South,72.5,0,0
2024-10-28,DC-Mumbai,88.5,0,0
2024-10-28,DC-Delhi,55.7,0,0
2024-10-28,DC-Bangalore,77.7,0,0
2024-10-28,Cloud-AWS-AP-South,77.3,0,0
2024-10-29,DC-Mumbai,75.4,0,0
2024-10-29,DC-Delhi,90.2,0,0
2024-10-29,DC-Bangalore,81.0,0,0
2024-10-29,Cloud-AWS-AP-South,63.9,0,0
2024-10-30,DC-Mumbai,50.5,0,1
2024-10-30,DC-Delhi,56.0,0,0
2024-10-30,DC-Bangalore,86.7,0,0
2024-10-30,Cloud-AWS-AP-South,64.0,0,0
2024-10-31,DC-Mumbai,71.8,0,0
2024-10-31,DC-Delhi,48.7,0,0
2024-10-31,DC-Bangalore,63.7,0,0
2024-10-31,Cloud-AWS-AP-South,68.7,0,0
2024-11-01,DC-Mumbai,86.6,0,0
2024-11-01,DC-Delhi,86.2,0,0
2024-11-01,DC-Bangalore,59.6,0,0
2024-11-01,Cloud-AWS-AP-South,62.5,0,0
2024-11-02,DC-Mumbai,57.1,0,0
2024-11-02,DC-Delhi,83.2,0,0
2024-11-02,DC-Bangalore,88.9,0,0
2024-11-02,Cloud-AWS-AP-South,77.7,0,0
2024-11-03,DC-Mumbai,49.5,0,0
2024-11-03,DC-Delhi,75.9,0,0
2024-11-03,DC-Bangalore,71.4,0,0
2024-11-03,Cloud-AWS-AP-South,60.9,0,0
2024-11-04,DC-Mumbai,90.6,0,0
2024-11-04,DC-Delhi,80.2,0,0
2024-11-04,DC-Bangalore,55.3,0,0
2024-11-04,Cloud-AWS-AP-South,68.4,0,0
2024-11-05,DC-Mumbai,56.7,0,0
2024-11-05,DC-Delhi,69.9,0,0
2024-11-05,DC-Bangalore,82.7,0,0
2024-11-05,Cloud-AWS-AP-South,60.6,0,0
2024-11-06,DC-Mumbai,47.8,0,0
2024-11-06,DC-Delhi,68.6,0,0
2024-11-06,DC-Bangalore,90.2,0,0
2024-11-06,Cloud-AWS-AP-South,66.7,0,0
2024-11-07,DC-Mumbai,53.4,0,0
2024-11-07,DC-Delhi,87.8,0,0
2024-11-07,DC-Bangalore,48.4,0,0
2024-11-07,Cloud-AWS-AP-South,76.0,0,0
2024-11-08,DC-Mumbai,91.6,0,0
2024-11-08,DC-Delhi,48.1,0,0
2024-11-08,DC-Bangalore,79.0,0,0
2024-11-08,Cloud-AWS-AP-South,70.2,0,0
2024-11-09,DC-Mumbai,54.5,0,0
2024-11-09,DC-Delhi,49.3,0,0
2024-11-09,DC-Bangalore,83.3,0,0
2024-11-09,Cloud-AWS-AP-South,72.2,0,0
2024-11-10,DC-Mumbai,86.9,0,0
2024-11-10,DC-Delhi,0.0,147,0
2024-11-10,DC-Bangalore,46.2,0,0
2024-11-10,Cloud-AWS-AP-South,77.6,0,0
2024-11-11,DC-Mumbai,71.2,0,0
2024-11-11,DC-Delhi,61.1,0,0
2024-11-11,DC-Bangalore,72.9,0,0
2024-11-11,Cloud-AWS-AP-South,81.6,0,0
2024-11-12,DC-Mumbai,89.6,0,0
2024-11-12,DC-Delhi,54.2,0,0
2024-11-12,DC-Bangalore,84.4,0,0
2024-11-12,Cloud-AWS-AP-South,65.5,0,0
2024-11-13,DC-Mumbai,64.6,0,0
2024-11-13,DC-Delhi,53.9,0,0
2024-11-13,DC-Bangalore,84.2,0,1
2024-11-13,Cloud-AWS-AP-South,80.9,0,0
2024-11-14,DC-Mumbai,60.0,0,0
2024-11-14,DC-Delhi,62.9,0,0
2024-11-14,DC-Bangalore,55.9,0,0
2024-11-14,Cloud-AWS-AP-South,72.3,0,0
2024-11-15,DC-Mumbai,57.5,0,0
2024-11-15,DC-Delhi,83.9,0,0
2024-11-15,DC-Bangalore,88.1,0,0
2024-11-15,Cloud-AWS-AP-South,78.7,0,0
2024-11-16,DC-Mumbai,80.8,0,0
2024-11-16,DC-Delhi,79.5,0,0
2024-11-16,DC-Bangalore,61.5,0,0
2024-11-16,Cloud-AWS-AP-South,79.3,0,0
2024-11-17,DC-Mumbai,78.1,0,0
2024-11-17,DC-Delhi,61.1,0,0
2024-11-17,DC-Bangalore,67.6,0,0
2024-11-17,Cloud-AWS-AP-South,84.1,0,0
2024-11-18,DC-Mumbai,79.0,0,0
2024-11-18,DC-Delhi,66.4,0,0
2024-11-18,DC-Bangalore,64.6,0,0
2024-11-18,Cloud-AWS-AP-South,84.9,0,0
2024-11-19,DC-Mumbai,61.5,0,0
2024-11-19,DC-Delhi,88.2,0,0
2024-11-19,DC-Bangalore,66.3,0,0
2024-11-19,Cloud-AWS-AP-South,70.6,0,0
2024-11-20,DC-Mumbai,63.7,0,0
2024-11-20,DC-Delhi,90.1,0,0
2024-11-20,DC-Bangalore,56.5,0,0
2024-11-20,Cloud-AWS-AP-South,69.3,0,0
2024-11-21,DC-Mumbai,66.4,0,0
2024-11-21,DC-Delhi,55.8,0,0
2024-11-21,DC-Bangalore,72.2,0,0
2024-11-21,Cloud-AWS-AP-South,79.6,0,0
2024-11-22,DC-Mumbai,90.0,0,0
2024-11-22,DC-Delhi,69.5,0,0
2024-11-22,DC-Bangalore,78.3,0,0
2024-11-22,Cloud-AWS-AP-South,62.5,0,0
2024-11-23,DC-Mumbai,80.4,0,0
2024-11-23,DC-Delhi,68.8,0,0
2024-11-23,DC-Bangalore,91.7,0,0
2024-11-23,Cloud-AWS-AP-South,62.4,0,0
2024-11-24,DC-Mumbai,51.5,0,0
2024-11-24,DC-Delhi,60.4,0,0
2024-11-24,DC-Bangalore,69.4,0,0
2024-11-24,Cloud-AWS-AP-South,75.3,0,0
2024-11-25,DC-Mumbai,73.9,0,0
2024-11-25,DC-Delhi,76.2,0,0
2024-11-25,DC-Bangalore,81.8,0,0
2024-11-25,Cloud-AWS-AP-South,83.2,0,0
2024-11-26,DC-Mumbai,54.1,0,0
2024-11-26,DC-Delhi,56.3,0,0
2024-11-26,DC-Bangalore,77.7,0,0
2024-11-26,Cloud-AWS-AP-South,62.8,0,0
2024-11-27,DC-Mumbai,48.9,0,0
2024-11-27,DC-Delhi,53.5,0,0
2024-11-27,DC-Bangalore,78.6,0,0
2024-11-27,Cloud-AWS-AP-South,73.7,0,0
2024-11-28,DC-Mumbai,56.3,0,1
2024-11-28,DC-Delhi,85.9,0,0
2024-11-28,DC-Bangalore,69.6,0,0
2024-11-28,Cloud-AWS-AP-South,72.8,0,0
2024-11-29,DC-Mumbai,52.6,0,0
2024-11-29,DC-Delhi,66.7,0,0
2024-11-29,DC-Bangalore,81.1,0,0
2024-11-29,Cloud-AWS-AP-South,80.4,0,0
2024-11-30,DC-Mumbai,82.8,0,0
2024-11-30,DC-Delhi,48.7,0,0
2024-11-30,DC-Bangalore,75.7,0,0
2024-11-30,Cloud-AWS-AP-South,62.7,0,0
2024-12-01,DC-Mumbai,91.8,0,0
2024-12-01,DC-Delhi,84.5,0,0
2024-12-01,DC-Bangalore,65.8,0,1
2024-12-01,Cloud-AWS-AP-South,64.3,0,0
2024-12-02,DC-Mumbai,52.4,0,0
2024-12-02,DC-Delhi,60.3,0,0
2024-12-02,DC-Bangalore,81.1,0,0
2024-12-02,Cloud-AWS-AP-South,69.7,0,0
2024-12-03,DC-Mumbai,89.8,0,0
2024-12-03,DC-Delhi,54.1,0,0
2024-12-03,DC-Bangalore,60.0,0,0
2024-12-03,Cloud-AWS-AP-South,64.0,0,0
2024-12-04,DC-Mumbai,89.4,0,0
2024-12-04,DC-Delhi,72.7,0,0
2024-12-04,DC-Bangalore,81.4,0,0
2024-12-04,Cloud-AWS-AP-South,76.7,0,0
2024-12-05,DC-Mumbai,67.6,0,0
2024-12-05,DC-Delhi,0.0,88,0
2024-12-05,DC-Bangalore,65.7,0,0
2024-12-05,Cloud-AWS-AP-South,84.1,0,0
2024-12-06,DC-Mumbai,82.8,0,0
2024-12-06,DC-Delhi,45.1,0,0
2024-12-06,DC-Bangalore,63.0,0,0
2024-12-06,Cloud-AWS-AP-South,69.2,0,0
2024-12-07,DC-Mumbai,58.5,0,0
2024-12-07,DC-Delhi,86.7,0,0
2024-12-07,DC-Bangalore,85.2,0,0
2024-12-07,Cloud-AWS-AP-South,78.6,0,0
2024-12-08,DC-Mumbai,52.7,0,0
2024-12-08,DC-Delhi,48.1,0,0
2024-12-08,DC-Bangalore,66.1,0,0
2024-12-08,Cloud-AWS-AP-South,60.7,0,0
2024-12-09,DC-Mumbai,76.1,0,0
2024-12-09,DC-Delhi,51.1,0,0
2024-12-09,DC-Bangalore,85.3,0,0
2024-12-09,Cloud-AWS-AP-South,75.2,0,1
2024-12-10,DC-Mumbai,82.6,0,0
2024-12-10,DC-Delhi,0.0,131,0
2024-12-10,DC-Bangalore,71.5,0,0
2024-12-10,Cloud-AWS-AP-South,0.0,115,0
2024-12-11,DC-Mumbai,82.3,0,0
2024-12-11,DC-Delhi,83.6,0,0
2024-12-11,DC-Bangalore,88.4,0,0
2024-12-11,Cloud-AWS-AP-South,76.0,0,0
2024-12-12,DC-Mumbai,85.9,0,0
2024-12-12,DC-Delhi,63.6,0,0
2024-12-12,DC-Bangalore,82.6,0,0
2024-12-12,Cloud-AWS-AP-South,0.0,224,0
2024-12-13,DC-Mumbai,47.6,0,0
2024-12-13,DC-Delhi,89.2,0,0
2024-12-13,DC-Bangalore,52.5,0,0
2024-12-13,Cloud-AWS-AP-South,75.2,0,0
2024-12-14,DC-Mumbai,60.5,0,0
2024-12-14,DC-Delhi,81.0,0,0
2024-12-14,DC-Bangalore,63.4,0,0
2024-12-14,Cloud-AWS-AP-South,61.2,0,0
2024-12-15,DC-Mumbai,45.5,0,0
2024-12-15,DC-Delhi,90.4,0,1
2024-12-15,DC-Bangalore,83.3,0,0
2024-12-15,Cloud-AWS-AP-South,71.8,0,0
2024-12-16,DC-Mumbai,64.8,0,0
2024-12-16,DC-Delhi,70.3,0,0
2024-12-16,DC-Bangalore,64.2,0,0
2024-12-16,Cloud-AWS-AP-South,62.1,0,0
2024-12-17,DC-Mumbai,79.5,0,0
2024-12-17,DC-Delhi,53.1,0,0
2024-12-17,DC-Bangalore,54.0,0,0
2024-12-17,Cloud-AWS-AP-South,62.4,0,0
2024-12-18,DC-Mumbai,57.2,0,1
2024-12-18,DC-Delhi,46.2,0,0
2024-12-18,DC-Bangalore,91.4,0,0
2024-12-18,Cloud-AWS-AP-South,83.4,0,0
2024-12-19,DC-Mumbai,71.3,0,0
2024-12-19,DC-Delhi,65.8,0,0
2024-12-19,DC-Bangalore,50.7,0,0
2024-12-19,Cloud-AWS-AP-South,72.9,0,0
2024-12-20,DC-Mumbai,81.0,0,0
2024-12-20,DC-Delhi,63.1,0,0
2024-12-20,DC-Bangalore,72.3,0,0
2024-12-20,Cloud-AWS-AP-South,0.0,177,0
2024-12-21,DC-Mumbai,77.1,0,0
2024-12-21,DC-Delhi,56.2,0,0
2024-12-21,DC-Bangalore,72.4,0,0
2024-12-21,Cloud-AWS-AP-South,64.2,0,0
2024-12-22,DC-Mumbai,47.4,0,0
2024-12-22,DC-Delhi,72.7,0,0
2024-12-22,DC-Bangalore,64.2,0,0
2024-12-22,Cloud-AWS-AP-South,73.9,0,0
2024-12-23,DC-Mumbai,88.1,0,0
2024-12-23,DC-Delhi,0.0,215,0
2024-12-23,DC-Bangalore,61.5,0,0
2024-12-23,Cloud-AWS-AP-South,70.2,0,0
2024-12-24,DC-Mumbai,63.8,0,0
2024-12-24,DC-Delhi,86.5,0,0
2024-12-24,DC-Bangalore,55.6,0,0
2024-12-24,Cloud-AWS-AP-South,83.5,0,0
2024-12-25,DC-Mumbai,89.3,0,0
2024-12-25,DC-Delhi,78.6,0,0
2024-12-25,DC-Bangalore,67.6,0,1
2024-12-25,Cloud-AWS-AP-South,75.9,0,0
2024-12-26,DC-Mumbai,82.7,0,0
2024-12-26,DC-Delhi,76.0,0,0
2024-12-26,DC-Bangalore,52.2,0,0
2024-12-26,Cloud-AWS-AP-South,83.5,0,1
2024-12-27,DC-Mumbai,89.9,0,0
2024-12-27,DC-Delhi,63.0,0,0
2024-12-27,DC-Bangalore,51.6,0,0
2024-12-27,Cloud-AWS-AP-South,62.6,0,0
2024-12-28,DC-Mumbai,79.5,0,0
2024-12-28,DC-Delhi,79.1,0,0
2024-12-28,DC-Bangalore,54.9,0,0
2024-12-28,Cloud-AWS-AP-South,74.3,0,0
2024-12-29,DC-Mumbai,71.8,0,1
2024-12-29,DC-Delhi,50.6,0,0
2024-12-29,DC-Bangalore,67.0,0,0
2024-12-29,Cloud-AWS-AP-South,72.5,0,0
2024-12-30,DC-Mumbai,66.9,0,0
2024-12-30,DC-Delhi,52.5,0,0
2024-12-30,DC-Bangalore,57.1,0,0
2024-12-30,Cloud-AWS-AP-South,68.7,0,0
